"stop_id","pid","reason_for_stop","reason_for_stopcode","reason_for_stop_code_text","reason_for_stop_detail","reason_for_stop_explanation"
"2125","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"2126","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","STOP SIGN"
"2127","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2127","2","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2128","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed over 65"
"2129","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Other Reasonable Suspicion of a crime","DAYTIME LOITERING"
"2130","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","No plates on vehicle"
"2131","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Other Reasonable Suspicion of a crime","ENCROACHMENT"
"2132","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"2133","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","RED  LIGHT"
"2134","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed over 65"
"2135","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2136","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","exp tags"
"2137","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2138","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","cell phone"
"2139","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2140","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"2141","1","Reasonable Suspicion","8008","602 WI - FAIL OBEY ORDER JUV COURT (X) 8008","Officer witnessed commission of a crime","sleeping in vehicle in area where signs posted no vehicle habitaion"
"2142","1","Reasonable Suspicion","32139","602(L)(1) PC - TRESP REF LEAVE BY ORDER (M) 32139","Officer witnessed commission of a crime","vehicle habitation, subj living in vehicle."
"2143","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2144","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2145","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","CELL PHONE"
"2146","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2147","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2148","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","License plate displayed expired registration tabs."
"2149","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"2150","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","EXPIRED REGISTRATION"
"2151","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","CELL PHONE"
"2152","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","SIGNS , SIGNALS"
"2153","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"2154","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2155","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","STOP SIGN"
"2156","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","ENCROACHMENT"
"2156","2","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","ENCROACHMENT"
"2156","3","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","ENCROACHMENT"
"2156","4","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","ENCROACHMENT"
"2156","5","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","ENCROACHMENT"
"2156","6","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","ENCROACHMENT"
"2157","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"2158","1","Traffic Violation","54167","22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167","Moving Violation","stop sign"
"2159","1","Traffic Violation","66943","21651(A)(1) VC - DRV HWY ACROSS DIV SECTN (I) 66943","Moving Violation","divided"
"2160","1","Traffic Violation","66947","21755(A) VC - USE SHLDER/ETC PASS RIGHT (I) 66947","Moving Violation","passing on shoulder"
"2161","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed over 65"
"2162","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"2163","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","see above"
"2163","2","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","see above"
"2163","3","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","see abvope"
"2163","4","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","see above"
"2164","1","Traffic Violation","54185","22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185","Moving Violation","RTESTRICTED LANE"
"2165","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","UNSAFE SPEED"
"2166","1","Reasonable Suspicion","42099","23152(B) VC - DUI 0.08 W/PR:PER 23550VC (F) 42099","Matched suspect description","subject passed out behind wheel"
"2167","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","Vehicle displayed expired registration tabs."
"2168","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Non-moving Violation, including Registration Violation","REG EXP 2021"
"2169","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","exp reg"
"2170","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","red light"
"2171","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"2172","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"2173","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","SPEED OVER 100 MPH"
"2174","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"2175","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","Driver did not make a complete stop on a red light."
"2176","1","Reasonable Suspicion","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423","Officer witnessed commission of a crime","Subjects had narcotics paraphernalia in plain view."
"2176","2","Reasonable Suspicion","35423","11364(A) HS - POSS UNLAW PARAPHERNALIA (M) 35423","Officer witnessed commission of a crime","Subject had narcotics paraphernalia in plain view."
"2177","1","Traffic Violation","54098","21453(A) VC - FAIL STOP LINE/ETC AT RED (I) 54098","Moving Violation","red light"
"2178","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speed over 65"
"2179","1","Reasonable Suspicion","41063","25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063","Officer witnessed commission of a crime","Subject was drinking alcohol in public."
"2180","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"2181","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Driver using cell phone while driving"
"2182","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speed"
"2183","1","Traffic Violation","54106","22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106","Moving Violation","speeding"
"2184","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","Speed"
"2185","1","Traffic Violation","54655","23123.5(A) VC - NO HND HLD DEVICE W/DRIVE (I) 54655","Moving Violation","Cell Phone"
"2186","1","Traffic Violation","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373","Moving Violation","RED ARROW"
"2187","1","Traffic Violation","54116","27150(A) VC - INADEQUATE MUFFLERS (I) 54116","Equipment Violation","loud exahust"
"2188","1","Traffic Violation","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Equipment Violation","EXPIRED REG"
"2189","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","2023 tags"
"2190","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Officer witnessed commission of a crime","ENCROACHMENT"
"2191","1","Traffic Violation","54146","21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146","Moving Violation","VIOLATION SIGNS"
"2192","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","speeding"
"2193","1","Traffic Violation","54644","5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644","Equipment Violation","traffic stop"
"2194","1","Reasonable Suspicion","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219","Witness or Victim identification of Suspect at the scene","Radio Call for Assault with a Knife"
"2195","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","VEHICLE HAD EXPIRED REGISTRATION"
"2196","1","Reasonable Suspicion","65002","65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002","Matched suspect description","ENCROACHMENT"
"2197","1","Reasonable Suspicion","65000","65000 ZZ - LOCAL ORDINANCE VIOL (M) 65000","Officer witnessed commission of a crime","encroachment"
"2198","1","Reasonable Suspicion","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219","Witness or Victim identification of Suspect at the scene","flagged down for a male who hit someone with a bottle"
"2198","1","Reasonable Suspicion","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219","Matched suspect description","flagged down for a male who hit someone with a bottle"
"2198","2","Reasonable Suspicion","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219","Matched suspect description","Witness identified person as accomplice to crime"
"2198","2","Reasonable Suspicion","13219","245(A)(1) PC - ADW NOT FIREARM (F) 13219","Witness or Victim identification of Suspect at the scene","Witness identified person as accomplice to crime"
"2199","1","Traffic Violation","66995","38312 VC - UNSAFE MOVEMENT OF VEH (I) 66995","Moving Violation","revered into lanes"
"2200","1","Traffic Violation","66881","38170(C) VC - LICENSE PLATE NONCOMPLNT (I) 66881","Equipment Violation","nofront plate"
"2201","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","5150 hold"
"2202","1","Traffic Violation","54115","22107 VC - UNSAF TURN &/OR NO SIGNAL (I) 54115","Moving Violation","unsafe turning movement"
"2203","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","expired registration"
"2204","1","Traffic Violation","54099","4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099","Non-moving Violation, including Registration Violation","exp reg"
"2205","1","Traffic Violation","66880","38170(B) VC - LICENSE PLATE NOT VISIBLE (I) 66880","Equipment Violation","license plate light"
"2206","1","Reasonable Suspicion","32118","601(A)(1) PC - TRESPASS RESDNC THRTN SBI (M) 32118","Matched suspect description","Resident asked suspects to leave her residence."
"2207","1","Traffic Violation","54373","21453(C) VC - FAIL STOP LINE/ETC AT RED (I) 54373","Moving Violation","Ran Red Traffic Arrow"
"2207","2","Traffic Violation","66985","27315(D)(1) VC - SEATBELT VIOLATION (I) 66985","Non-moving Violation, including Registration Violation","Seatbelt Violation"
"2208","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Non-moving Violation, including Registration Violation","Failure to Display Current Registration"
"2209","1","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","domestic violence"
"2209","2","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","domestic violence"
"2209","3","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","domestic violence"
"2209","4","Reasonable Suspicion","13174","243(E)(1) PC - BAT:SPOUSE/EX SP/DATE/ETC (M) 13174","Matched suspect description","domestic violence"
"2210","1","Traffic Violation","54571","26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571","Moving Violation","window tint"
"2211","1","Traffic Violation","54583","21809(A) VC - FAL CAUTION PASS EMGY VEH (I) 54583","Moving Violation","PUBLIC OFFENSE"
"2212","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","PUBLIC OFFENSE"
"2213","1","Traffic Violation","54723","5201(D) VC - OBSTRUCT OF LIC PLATE (I) 54723","Equipment Violation","obstructed plate"
"2213","2","Reasonable Suspicion","23103","488/666 PC - PET THFT W/PR PT/GT BURG/ (F) 23103","Matched suspect description","488 suspect"
"2213","3","Reasonable Suspicion","23103","488/666 PC - PET THFT W/PR PT/GT BURG/ (F) 23103","Matched suspect description","theft suspect"
"2214","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","expired reg"
"2215","1","Traffic Violation","54193","24600 VC - TAILLAMP VIOLATIONS (I) 54193","Moving Violation","driving with no rear lights illuminated"
"2216","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","false tabs"
"2217","1","Traffic Violation","54657","4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657","Equipment Violation","Expired Registration"
"2218","1","Traffic Violation","54168","5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168","Equipment Violation","expired reg and false reg tabs"
"2219","1","Reasonable Suspicion","50166","166(B)(1) PC - CNTEMPT OF COURT:PR 646.9 (M) 50166","Matched suspect description","Violated TRO"
"2220","1","Reasonable Suspicion","50106","166(A)(4) PC - CONTEMPT:DISOBEY CRT ORDR (M) 50106","Witness or Victim identification of Suspect at the scene","court order violation"
"2221","1","Traffic Violation","54303","22349(A) VC - EXCEED SPEED ON HIGHWAY (I) 54303","Moving Violation","PUBLIC OFFENSE"
"2222","1","Traffic Violation","54772","4001 VC - FL REG EXMPT VEH DISP PLT (I) 54772","Non-moving Violation, including Registration Violation","Expired reg"
"2223","1","Traffic Violation","54141","21201(D) VC - BIKE HEADLIGHT/ETC VIOL (I) 54141","Equipment Violation","PUBLIC OFFENSE"
"2224","1","Traffic Violation","54178","21658(A) VC - UNSAFE LANE CHANGE/ETC (I) 54178","Moving Violation","unsafe turning reckless driving"
"2225","1","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Actions indicative of casing a victim or location","APPEARED TO BE CASING VEHICLES AND ARMED"
"2225","1","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Carrying Suspicious Object","APPEARED TO BE CASING VEHICLES AND ARMED"
"2225","2","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Suspected of Acting as Lookout","WERE IN VEHICLE SUSPECT ATTEMPTED TO FLEE IN"
"2225","3","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Suspected of Acting as Lookout","WAS DRIVING VEHICLE SUSPECT ATTEMPTED TO FLEE IN"
"2225","4","Reasonable Suspicion","24054","10851(A) VC - VEHICLE THEFT (F) 24054","Suspected of Acting as Lookout","WAS IN VEHICLE SUSPECT ATTEMPTED TO FLEE IN"
"2226","1","Reasonable Suspicion","99990","NA - XX AA - COMMUNITY CARETAKING (X) 99990","Matched suspect description","Subject of suicide threat radio call"
"2227","1","Reasonable Suspicion","53130","415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130","Witness or Victim identification of Suspect at the scene","1145 5150"
